time, acc_x, acc_y, acc_z, linacc_x, linacc_y, linacc_z, grav_x, grav_y, grav_z, eurl_x, eurl_y, eurl_z, eurl_w, gyro_x, gyro_y, gyro_z, velocity_x, velocity_y, velocity_z, temp, pressure, altitude 
99218 , -2.29 , -8.13 , 1.60 , 0.04 , 1.16 , -0.45 , -2.34 , -9.29 , 2.06 , 0.03 , 0.63 , -0.76 , 0.16 , 85.44 , 14.75 , 38.50 , 33 , 44 , 0 , 27.15 , 100994.81 , 27.55
99265 , -0.50 , -7.59 , 2.29 , 1.73 , 1.49 , -0.62 , -2.23 , -9.09 , 2.92 , 0.04 , 0.59 , -0.79 , 0.15 , 128.44 , 4.44 , -29.31 , 99 , 69 , 69 , 27.16 , 100995.25 , 27.49
99313 , -0.61 , -7.09 , 5.07 , 1.54 , 1.75 , 1.43 , -2.15 , -8.84 , 3.64 , 0.04 , 0.56 , -0.82 , 0.14 , 62.12 , 10.56 , 4.38 , 104 , 165 , 84 , 27.16 , 100994.86 , 27.53
99370 , -2.15 , -5.61 , 2.35 , 0.19 , 3.14 , -1.37 , -2.35 , -8.76 , 3.72 , 0.05 , 0.55 , -0.82 , 0.14 , 17.00 , 21.62 , 7.31 , 27 , 68 , 0 , 27.15 , 100994.10 , 27.64
99416 , -0.76 , -6.23 , 2.53 , 1.52 , 2.50 , -1.29 , -2.29 , -8.73 , 3.82 , 0.05 , 0.55 , -0.82 , 0.13 , 24.25 , 4.25 , -20.81 , 16 , 80 , 0 , 27.15 , 100993.35 , 27.65
99464 , -1.43 , -5.04 , 3.63 , 0.68 , 3.63 , -0.41 , -2.12 , -8.67 , 4.04 , 0.05 , 0.54 , -0.83 , 0.13 , 21.88 , -9.69 , -22.12 , 9 , 87 , 0 , 27.16 , 100993.52 , 27.72
99520 , -1.88 , -5.01 , 4.44 , -0.09 , 3.58 , 0.09 , -1.78 , -8.60 , 4.35 , 0.04 , 0.53 , -0.84 , 0.12 , 40.38 , -20.69 , -53.56 , 0 , 54 , 9 , 27.15 , 100992.61 , 27.70
99567 , -1.33 , -7.11 , 5.22 , -0.13 , 1.48 , 0.67 , -1.20 , -8.60 , 4.55 , 0.01 , 0.52 , -0.85 , 0.10 , 8.69 , -29.06 , -74.69 , 0 , 0 , 64 , 27.15 , 100993.41 , 27.64
99615 , -1.51 , -10.69 , 7.85 , -0.92 , -2.05 , 3.25 , -0.59 , -8.64 , 4.59 , -0.02 , 0.51 , -0.85 , 0.09 , -2.81 , -58.69 , -32.44 , 0 , 0 , 82 , 27.15 , 100993.89 , 27.59
99671 , -2.26 , -11.88 , 7.71 , -1.71 , -3.20 , 3.17 , -0.54 , -8.67 , 4.54 , -0.03 , 0.52 , -0.85 , 0.11 , -8.56 , -40.81 , 42.19 , 0 , 0 , 64 , 27.15 , 100994.40 , 27.57
99718 , -1.73 , -11.01 , 6.75 , -1.11 , -2.33 , 2.23 , -0.61 , -8.68 , 4.51 , -0.04 , 0.52 , -0.84 , 0.13 , -11.94 , -77.44 , 44.06 , 0 , 0 , 61 , 27.15 , 100994.24 , 27.57
99765 , -0.78 , -10.39 , 7.04 , 0.00 , -1.78 , 2.65 , -0.61 , -8.73 , 4.41 , -0.07 , 0.52 , -0.83 , 0.17 , -22.06 , -103.06 , 47.75 , 2 , 0 , 43 , 27.15 , 100993.71 , 27.57
99822 , -0.32 , -9.59 , 5.72 , 0.08 , -0.81 , 1.36 , -0.41 , -8.77 , 4.35 , -0.10 , 0.52 , -0.83 , 0.20 , -6.31 , -75.94 , 2.19 , 5 , 9 , 32 , 27.15 , 100993.99 , 27.55
99868 , -0.10 , -8.38 , 5.53 , 0.13 , 0.41 , 1.20 , -0.24 , -8.79 , 4.32 , -0.13 , 0.51 , -0.82 , 0.23 , 3.12 , -64.06 , 11.94 , 0 , 18 , 21 , 27.15 , 100993.67 , 27.62
99916 , -0.38 , -7.93 , 5.38 , -0.41 , 0.93 , 0.72 , -0.02 , -8.71 , 4.50 , -0.15 , 0.50 , -0.82 , 0.24 , 35.50 , -19.25 , -33.62 , 0 , 35 , 0 , 27.15 , 100993.90 , 27.67
99973 , -0.10 , -7.07 , 3.19 , -0.57 , 1.44 , -1.63 , 0.46 , -8.52 , 4.83 , -0.16 , 0.48 , -0.83 , 0.24 , 50.94 , -25.75 , -64.00 , 0 , 47 , 0 , 27.15 , 100993.41 , 27.61
100028 , 1.05 , -6.50 , 3.95 , 0.14 , 1.70 , -1.32 , 0.90 , -8.21 , 5.28 , -0.18 , 0.44 , -0.84 , 0.25 , 68.56 , -49.44 , 4.81 , 11 , 69 , 0 , 27.15 , 100993.49 , 27.66
100076 , 1.36 , -5.41 , 5.51 , 0.42 , 2.52 , -0.16 , 0.90 , -7.89 , 5.73 , -0.20 , 0.41 , -0.84 , 0.29 , 45.44 , -24.88 , 42.06 , 0 , 76 , 0 , 27.15 , 100993.42 , 27.64
100126 , 0.24 , -4.73 , 5.77 , -0.48 , 3.12 , -0.04 , 0.69 , -7.86 , 5.81 , -0.19 , 0.41 , -0.84 , 0.31 , -2.56 , -12.81 , 32.38 , 0 , 34 , 23 , 27.16 , 100993.20 , 27.65
100179 , 0.22 , -6.92 , 6.85 , -0.42 , 0.99 , 1.10 , 0.65 , -7.92 , 5.74 , -0.19 , 0.41 , -0.83 , 0.31 , -20.56 , -1.75 , 4.56 , 1 , 0 , 12 , 27.15 , 100993.44 , 27.63
100228 , 0.76 , -8.71 , 6.00 , 0.08 , -0.69 , 0.40 , 0.67 , -8.01 , 5.60 , -0.20 , 0.42 , -0.83 , 0.31 , -3.50 , -16.12 , 2.38 , 8 , 1 , 12 , 27.15 , 100993.62 , 27.63
100278 , 0.92 , -7.33 , 6.36 , 0.26 , 0.63 , 0.69 , 0.65 , -7.97 , 5.67 , -0.21 , 0.41 , -0.82 , 0.33 , 11.88 , -42.31 , 48.44 , 21 , 40 , 22 , 27.16 , 100993.61 , 27.64
100332 , 1.48 , -6.12 , 6.53 , 0.97 , 1.81 , 0.81 , 0.49 , -7.93 , 5.74 , -0.21 , 0.40 , -0.82 , 0.36 , 15.06 , -43.88 , 49.06 , 27 , 61 , 42 , 27.15 , 100993.95 , 27.68
100380 , 1.45 , -5.68 , 7.51 , 0.99 , 2.23 , 1.74 , 0.45 , -7.91 , 5.76 , -0.22 , 0.40 , -0.81 , 0.38 , -5.12 , -42.44 , 31.06 , 60 , 81 , 122 , 27.15 , 100993.71 , 27.62
100429 , 1.12 , -7.06 , 8.87 , 0.63 , 1.00 , 3.32 , 0.49 , -8.07 , 5.54 , -0.23 , 0.41 , -0.79 , 0.39 , -46.44 , -28.12 , 12.31 , 25 , 0 , 92 , 27.16 , 100993.67 , 27.62
100478 , 1.22 , -11.62 , 9.03 , 0.73 , -3.28 , 3.89 , 0.46 , -8.43 , 4.98 , -0.25 , 0.43 , -0.78 , 0.39 , -108.81 , -5.00 , 23.19 , 30 , 0 , 110 , 27.15 , 100993.70 , 27.62
100526 , -0.56 , -15.12 , 6.82 , -0.97 , -6.35 , 2.45 , 0.40 , -8.76 , 4.37 , -0.26 , 0.46 , -0.76 , 0.38 , -61.12 , -21.94 , -17.38 , 0 , 0 , 8 , 27.15 , 100993.73 , 27.60
100581 , 1.11 , -14.24 , 4.24 , 0.35 , -5.42 , 0.01 , 0.76 , -8.81 , 4.22 , -0.28 , 0.45 , -0.76 , 0.38 , 24.81 , -56.19 , -30.56 , 39 , 9 , 0 , 27.15 , 100993.52 , 27.61
100633 , 2.61 , -7.47 , 3.35 , 1.58 , 1.14 , -1.20 , 1.04 , -8.57 , 4.63 , -0.30 , 0.42 , -0.76 , 0.41 , 62.06 , -75.69 , 28.31 , 73 , 157 , 27 , 27.15 , 100994.80 , 27.53
100681 , 1.28 , -3.92 , 4.21 , 0.29 , 4.50 , -0.69 , 0.98 , -8.42 , 4.91 , -0.30 , 0.40 , -0.75 , 0.43 , 29.94 , -37.31 , 42.56 , 0 , 111 , 0 , 27.15 , 100995.46 , 27.47
100730 , -0.27 , -3.93 , 4.39 , -1.27 , 4.20 , -0.85 , 0.76 , -8.39 , 5.00 , -0.29 , 0.40 , -0.75 , 0.45 , 7.00 , 24.00 , 20.19 , 0 , 80 , 0 , 27.16 , 100995.01 , 27.55
100778 , -0.95 , -5.26 , 2.80 , -1.58 , 3.10 , -2.26 , 0.62 , -8.37 , 5.06 , -0.28 , 0.40 , -0.75 , 0.44 , 4.69 , 20.31 , -2.50 , 0 , 59 , 0 , 27.16 , 100994.76 , 27.53
100825 , -0.41 , -6.00 , 3.94 , -1.03 , 2.37 , -1.11 , 0.62 , -8.37 , 5.05 , -0.28 , 0.40 , -0.75 , 0.44 , -8.75 , -14.06 , 2.50 , 0 , 14 , 0 , 27.16 , 100994.72 , 27.59
100881 , 0.12 , -8.20 , 4.50 , -0.63 , 0.21 , -0.46 , 0.75 , -8.42 , 4.96 , -0.29 , 0.40 , -0.75 , 0.44 , -7.88 , -13.81 , -21.44 , 11 , 0 , 0 , 27.15 , 100993.50 , 27.68
100929 , 1.66 , -8.93 , 4.73 , 0.64 , -0.57 , -0.29 , 1.02 , -8.36 , 5.02 , -0.30 , 0.39 , -0.75 , 0.44 , 11.94 , -36.12 , 1.31 , 28 , 25 , 16 , 27.15 , 100992.74 , 27.70
100974 , 2.19 , -7.12 , 5.81 , 1.13 , 1.23 , 0.79 , 1.05 , -8.35 , 5.02 , -0.31 , 0.39 , -0.74 , 0.45 , -0.69 , -36.94 , 29.44 , 63 , 73 , 60 , 27.16 , 100992.95 , 27.68
101023 , 1.88 , -7.09 , 5.65 , 0.87 , 1.27 , 0.64 , 1.00 , -8.37 , 5.00 , -0.31 , 0.38 , -0.73 , 0.47 , 3.62 , -26.19 , 21.25 , 24 , 35 , 15 , 27.16 , 100992.38 , 27.73
101072 , 2.12 , -6.59 , 6.23 , 1.12 , 1.72 , 1.16 , 0.99 , -8.32 , 5.07 , -0.32 , 0.38 , -0.73 , 0.48 , -2.50 , -29.31 , 42.31 , 71 , 98 , 80 , 27.15 , 100991.31 , 27.85
101127 , 1.52 , -6.34 , 6.22 , 0.59 , 1.97 , 1.12 , 0.79 , -8.39 , 5.00 , -0.32 , 0.38 , -0.71 , 0.50 , -7.62 , -26.62 , 42.62 , 12 , 44 , 23 , 27.15 , 100991.16 , 27.89
101175 , 1.12 , -6.84 , 5.94 , 0.44 , 1.58 , 0.97 , 0.68 , -8.43 , 4.96 , -0.32 , 0.38 , -0.70 , 0.51 , 0.50 , -38.62 , 31.62 , 11 , 20 , 22 , 27.15 , 100990.02 , 27.93
101224 , 1.15 , -7.87 , 5.94 , 0.52 , 0.56 , 0.99 , 0.62 , -8.44 , 4.94 , -0.33 , 0.37 , -0.69 , 0.53 , 3.88 , -51.75 , 34.50 , 16 , 0 , 24 , 27.15 , 100989.17 , 27.98
101277 , 1.41 , -9.57 , 6.08 , 0.73 , -1.53 , 1.02 , 0.72 , -8.39 , 5.01 , -0.34 , 0.36 , -0.68 , 0.55 , 21.12 , -59.25 , 13.56 , 32 , 0 , 33 , 27.15 , 100990.39 , 27.90
101324 , 2.38 , -10.31 , 6.29 , 1.53 , -2.03 , 1.11 , 0.84 , -8.28 , 5.18 , -0.35 , 0.34 , -0.67 , 0.57 , 23.19 , -66.19 , 38.38 , 76 , 21 , 69 , 27.15 , 100989.34 , 27.98
101375 , 1.42 , -9.36 , 5.74 , 0.60 , -1.05 , 0.59 , 0.81 , -8.30 , 5.14 , -0.36 , 0.33 , -0.65 , 0.59 , -4.75 , -59.94 , 30.69 , 54 , 27 , 31 , 27.15 , 100989.71 , 28.05
101429 , 1.09 , -8.93 , 4.35 , 0.23 , 0.22 , -0.56 , 0.99 , -8.23 , 5.23 , -0.37 , 0.31 , -0.63 , 0.60 , 32.75 , -75.75 , 30.00 , 0 , 84 , 16 , 27.15 , 100988.28 , 28.15
101484 , 0.67 , -4.63 , 6.27 , 0.00 , 3.59 , 0.97 , 0.68 , -8.22 , 5.30 , -0.38 , 0.30 , -0.60 , 0.64 , 3.81 , -69.94 , 129.00 , 0 , 112 , 48 , 27.15 , 100987.73 , 28.15
101532 , -1.64 , -4.50 , 7.23 , -1.79 , 3.78 , 1.99 , 0.15 , -8.28 , 5.23 , -0.38 , 0.30 , -0.56 , 0.68 , -3.62 , -52.69 , 57.50 , 0 , 0 , 46 , 27.16 , 100986.59 , 28.21
101578 , -1.65 , -9.21 , 7.02 , -1.98 , -0.91 , 1.81 , 0.32 , -8.29 , 5.21 , -0.39 , 0.29 , -0.55 , 0.68 , 2.56 , -51.75 , -36.12 , 0 , 0 , 32 , 27.16 , 100986.92 , 28.14
101632 , 0.16 , -11.69 , 6.77 , -0.73 , -3.55 , 1.37 , 0.90 , -8.13 , 5.39 , -0.40 , 0.26 , -0.55 , 0.68 , 41.62 , -59.94 , -22.19 , 0 , 0 , 24 , 27.16 , 100987.04 , 28.21
101685 , -0.15 , -7.66 , 6.21 , -0.96 , 0.35 , 0.63 , 0.80 , -8.02 , 5.57 , -0.40 , 0.24 , -0.53 , 0.71 , 26.12 , -54.69 , 94.69 , 0 , 65 , 0 , 27.16 , 100986.16 , 28.24
101737 , -1.08 , -5.35 , 5.41 , -1.42 , 2.65 , -0.22 , 0.33 , -8.01 , 5.64 , -0.39 , 0.24 , -0.49 , 0.74 , 2.94 , -63.25 , 90.69 , 0 , 29 , 0 , 27.16 , 100986.50 , 28.34
101792 , -0.83 , -7.19 , 5.19 , -1.13 , 0.79 , -0.48 , 0.30 , -7.98 , 5.68 , -0.40 , 0.22 , -0.46 , 0.76 , 12.62 , -78.00 , 23.25 , 0 , 0 , 9 , 27.17 , 100985.62 , 28.33
101839 , 0.46 , -8.19 , 6.17 , -0.04 , -0.25 , 0.44 , 0.50 , -7.94 , 5.72 , -0.41 , 0.20 , -0.43 , 0.78 , 9.75 , -79.94 , 33.69 , 1 , 0 , 0 , 27.17 , 100985.05 , 28.34
101888 , 0.92 , -9.26 , 5.69 , 0.25 , -1.37 , -0.08 , 0.67 , -7.89 , 5.78 , -0.42 , 0.17 , -0.41 , 0.79 , 18.38 , -70.38 , 23.06 , 25 , 0 , 0 , 27.17 , 100984.50 , 28.45
101942 , 2.33 , -9.68 , 5.99 , 1.44 , -1.89 , 0.10 , 0.88 , -7.79 , 5.88 , -0.42 , 0.15 , -0.40 , 0.80 , 22.94 , -64.56 , 18.75 , 109 , 4 , 82 , 27.16 , 100984.50 , 28.41
101993 , 3.07 , -9.41 , 7.09 , 2.10 , -1.65 , 1.16 , 0.96 , -7.75 , 5.93 , -0.42 , 0.14 , -0.38 , 0.81 , 4.56 , -36.69 , 28.75 , 148 , 52 , 117 , 27.16 , 100984.67 , 28.37
102039 , 2.58 , -10.12 , 6.29 , 1.65 , -2.33 , 0.40 , 0.93 , -7.78 , 5.89 , -0.43 , 0.14 , -0.37 , 0.81 , -5.06 , 4.56 , -2.25 , 63 , 0 , 0 , 27.16 , 100985.91 , 28.29
102093 , 1.88 , -9.76 , 3.29 , 0.80 , -2.13 , -2.77 , 1.07 , -7.63 , 6.06 , -0.42 , 0.13 , -0.38 , 0.81 , 51.69 , -4.31 , -30.06 , 43 , 48 , 0 , 27.16 , 100985.47 , 28.42
102141 , 2.88 , -4.86 , 3.93 , 1.68 , 2.37 , -2.57 , 1.20 , -7.23 , 6.50 , -0.40 , 0.11 , -0.38 , 0.83 , 80.44 , -45.50 , 36.50 , 99 , 154 , 22 , 27.16 , 100983.96 , 28.43
102189 , 3.41 , -2.38 , 6.17 , 2.29 , 4.56 , -0.65 , 1.12 , -6.94 , 6.82 , -0.38 , 0.09 , -0.35 , 0.85 , 39.44 , -43.56 , 70.12 , 155 , 189 , 99 , 27.16 , 100984.31 , 28.50
102243 , 3.19 , -3.43 , 6.96 , 0.64 , 2.42 , 0.91 , 0.72 , -6.99 , 6.83 , -0.38 , 0.10 , -0.32 , 0.86 , -0.50 , -1.62 , 87.94 , 70 , 139 , 149 , 27.16 , 100983.92 , 28.48
102290 , -1.00 , -6.27 , 7.32 , -1.03 , 1.04 , 0.79 , 0.03 , -7.32 , 6.52 , -0.39 , 0.13 , -0.30 , 0.86 , -86.94 , 93.44 , 53.12 , 0 , 13 , 16 , 27.16 , 100982.95 , 28.52
102338 , -1.46 , -6.92 , 6.87 , -0.74 , 0.81 , 0.90 , -0.94 , -7.85 , 5.79 , -0.41 , 0.20 , -0.29 , 0.84 , -126.38 , 93.69 , 97.44 , 0 , 26 , 22 , 27.16 , 100983.38 , 28.49
102392 , -2.93 , -7.25 , 5.82 , -1.07 , 0.93 , 0.77 , -1.86 , -8.19 , 5.05 , -0.43 , 0.26 , -0.25 , 0.83 , -95.88 , 60.44 , 130.50 , 0 , 31 , 14 , 27.15 , 100983.41 , 28.54
102439 , -4.18 , -7.03 , 4.91 , -1.17 , 1.58 , 0.44 , -3.32 , -8.18 , 4.25 , -0.44 , 0.30 , -0.18 , 0.83 , -87.75 , -28.88 , 188.25 , 0 , 27 , 32 , 27.15 , 100982.35 , 28.57
102487 , -6.17 , -6.92 , 6.13 , -2.18 , 1.04 , 2.06 , -3.98 , -7.97 , 4.07 , -0.44 , 0.31 , -0.12 , 0.83 , -42.56 , -101.56 , 144.81 , 0 , 3 , 0 , 27.16 , 100982.85 , 28.56
102541 , -4.33 , -7.32 , 4.49 , 0.05 , 0.38 , 0.33 , -4.39 , -7.71 , 4.16 , -0.45 , 0.29 , -0.05 , 0.84 , -45.69 , -127.69 , 72.56 , 0 , 0 , 29 , 27.15 , 100982.19 , 28.66
102594 , -4.62 , -7.84 , 5.69 , -0.56 , -0.19 , 1.10 , -3.98 , -7.63 , 4.68 , -0.45 , 0.24 , 0.00 , 0.86 , -3.38 , -146.69 , 35.69 , 0 , 8 , 31 , 27.15 , 100981.16 , 28.66
102642 , -3.99 , -7.17 , 6.48 , -0.42 , 0.32 , 1.27 , -3.56 , -7.50 , 5.20 , -0.45 , 0.19 , 0.04 , 0.87 , -4.12 , -128.69 , 23.38 , 0 , 13 , 0 , 27.15 , 100981.23 , 28.66
102692 , -2.96 , -7.66 , 4.37 , 0.32 , -0.08 , -0.90 , -3.29 , -7.58 , 5.28 , -0.45 , 0.16 , 0.06 , 0.87 , -26.31 , -63.81 , 7.56 , 27 , 8 , 0 , 27.16 , 100980.92 , 28.70
102747 , -1.62 , -6.70 , 5.09 , 1.60 , 0.83 , -0.28 , -3.22 , -7.54 , 5.37 , -0.45 , 0.14 , 0.09 , 0.88 , -13.81 , -75.19 , 74.62 , 6 , 18 , 102 , 27.15 , 100980.34 , 28.68
102793 , -6.08 , -8.94 , 7.33 , -2.52 , -1.65 , 1.82 , -3.56 , -7.28 , 5.50 , -0.45 , 0.14 , 0.14 , 0.87 , 8.44 , -16.31 , 67.38 , 4 , 0 , 0 , 27.15 , 100981.52 , 28.64
102842 , -3.44 , -7.57 , 3.69 , 0.31 , -0.47 , -1.92 , -3.75 , -7.10 , 5.62 , -0.44 , 0.13 , 0.17 , 0.87 , -8.19 , -78.94 , 80.31 , 0 , 0 , 10 , 27.15 , 100981.70 , 28.60
102890 , -5.71 , -10.25 , 6.75 , -1.95 , -3.45 , 0.77 , -3.76 , -6.80 , 5.97 , -0.42 , 0.11 , 0.22 , 0.87 , 42.69 , -111.31 , 89.31 , 0 , 0 , 33 , 27.15 , 100981.48 , 28.64
102935 , -7.32 , -9.50 , 7.40 , -3.57 , -3.23 , 0.86 , -3.75 , -6.26 , 6.54 , -0.39 , 0.10 , 0.26 , 0.88 , 54.94 , -76.12 , 85.00 , 0 , 24 , 0 , 27.15 , 100981.55 , 28.50
102983 , -3.28 , -3.84 , 3.73 , 0.31 , 1.88 , -3.35 , -3.60 , -5.72 , 7.09 , -0.36 , 0.09 , 0.29 , 0.88 , 51.12 , -93.75 , 48.62 , 40 , 86 , 0 , 27.15 , 100983.18 , 28.50
103033 , -1.58 , -1.72 , 4.05 , 1.63 , 3.67 , -3.47 , -3.21 , -5.39 , 7.53 , -0.33 , 0.06 , 0.32 , 0.88 , 24.75 , -83.50 , 36.50 , 61 , 152 , 0 , 27.15 , 100982.98 , 28.48
103089 , -2.13 , -1.91 , 5.32 , 0.76 , 3.41 , -2.38 , -2.89 , -5.33 , 7.70 , -0.32 , 0.04 , 0.34 , 0.88 , -18.12 , -55.88 , 6.50 , 14 , 38 , 0 , 27.14 , 100983.81 , 28.44
103144 , -2.64 , -4.64 , 6.05 , -0.10 , 0.53 , -1.87 , -2.54 , -5.17 , 7.93 , -0.31 , 0.03 , 0.34 , 0.89 , 86.25 , -51.94 , -9.62 , 0 , 0 , 20 , 27.14 , 100983.93 , 28.40
103193 , -4.51 , -5.97 , 10.77 , -2.36 , -1.39 , 1.91 , -1.95 , -4.06 , 8.70 , -0.24 , 0.02 , 0.35 , 0.91 , 113.00 , -81.44 , 3.38 , 0 , 0 , 97 , 27.15 , 100983.60 , 28.46
103242 , -3.16 , -5.72 , 13.62 , -1.60 , -2.10 , 4.64 , -1.55 , -3.61 , 8.97 , -0.20 , 0.01 , 0.36 , 0.91 , 17.56 , -35.62 , 32.00 , 0 , 0 , 101 , 27.15 , 100984.09 , 28.43
103296 , -2.74 , -6.05 , 12.45 , -1.01 , -2.26 , 3.58 , -1.73 , -3.79 , 8.87 , -0.22 , 0.01 , 0.37 , 0.90 , -49.56 , 56.50 , 6.06 , 0 , 0 , 5 , 27.14 , 100983.44 , 28.45
103345 , -4.24 , -6.09 , 8.88 , -2.11 , -2.12 , 0.17 , -2.13 , -3.97 , 8.70 , -0.24 , 0.02 , 0.37 , 0.90 , -20.06 , 6.88 , 34.56 , 0 , 0 , 58 , 27.14 , 100983.32 , 28.49
103392 , -4.94 , -5.41 , 11.79 , -2.80 , -1.34 , 3.13 , -2.13 , -4.07 , 8.66 , -0.24 , 0.02 , 0.39 , 0.89 , -15.94 , -43.62 , 76.62 , 0 , 0 , 81 , 27.15 , 100983.55 , 28.32
103438 , -2.52 , -5.76 , 11.81 , -0.39 , -2.01 , 3.00 , -2.13 , -3.75 , 8.80 , -0.23 , 0.01 , 0.43 , 0.88 , 50.94 , -39.06 , 114.69 , 6 , 0 , 26 , 27.14 , 100985.56 , 28.30
103486 , -1.78 , -3.31 , 9.70 , 0.55 , -0.24 , 0.68 , -2.33 , -3.07 , 9.01 , -0.20 , 0.03 , 0.46 , 0.86 , 56.75 , 2.75 , 69.88 , 64 , 0 , 0 , 27.14 , 100985.30 , 28.42
103541 , 0.21 , -4.82 , 7.56 , 2.42 , -1.57 , -1.83 , -2.55 , -2.80 , 9.04 , -0.19 , 0.04 , 0.48 , 0.86 , 11.25 , 22.88 , 53.25 , 92 , 130 , 69 , 27.14 , 100984.05 , 28.46
103589 , -3.09 , -1.90 , 7.25 , -0.27 , 0.50 , -1.82 , -2.81 , -2.41 , 9.07 , -0.18 , 0.06 , 0.49 , 0.85 , 44.00 , 16.50 , -2.75 , 78 , 0 , 0 , 27.14 , 100984.05 , 28.43
103637 , 1.03 , -2.57 , 5.81 , 3.47 , -0.24 , -3.39 , -2.44 , -2.32 , 9.20 , -0.17 , 0.06 , 0.46 , 0.87 , -19.75 , -80.62 , -11.06 , 153 , 157 , 135 , 27.15 , 100983.87 , 28.45
103691 , -1.28 , -2.84 , 7.94 , 1.25 , -0.43 , -1.80 , -1.84 , -2.98 , 9.15 , -0.18 , 0.02 , 0.44 , 0.88 , -85.88 , -50.31 , 11.25 , 43 , 48 , 0 , 27.14 , 100982.74 , 28.54
103739 , -0.05 , -0.99 , 7.18 , 1.71 , 2.14 , -1.93 , -1.76 , -3.14 , 9.11 , -0.19 , 0.01 , 0.43 , 0.88 , -23.50 , 1.75 , 19.44 , 55 , 30 , 30 , 27.15 , 100981.88 , 28.61
103787 , -2.10 , -3.49 , 10.05 , -0.52 , 0.11 , 1.07 , -1.58 , -3.60 , 8.97 , -0.21 , -0.01 , 0.43 , 0.88 , -54.56 , -70.00 , 40.75 , 0 , 50 , 41 , 27.15 , 100981.34 , 28.74
103843 , -0.71 , -3.05 , 10.90 , 0.34 , 0.09 , 2.47 , -1.40 , -3.52 , 9.04 , -0.20 , -0.01 , 0.42 , 0.88 , 26.81 , -1.12 , 0.00 , 0 , 0 , 94 , 27.15 , 100980.13 , 28.73
103896 , -1.88 , -4.20 , 11.41 , -0.41 , -0.52 , 2.44 , -1.47 , -3.67 , 8.97 , -0.21 , -0.02 , 0.43 , 0.88 , -56.12 , -32.19 , 97.75 , 0 , 0 , 85 , 27.15 , 100980.53 , 28.78
103944 , -1.80 , -4.90 , 12.75 , -0.34 , -1.48 , 3.67 , -1.45 , -3.41 , 9.07 , -0.19 , -0.02 , 0.48 , 0.86 , 24.25 , 9.56 , 86.31 , 0 , 0 , 109 , 27.15 , 100979.18 , 28.83
103992 , -3.28 , -4.99 , 13.31 , -1.31 , -1.57 , 4.33 , -1.97 , -3.41 , 8.97 , -0.21 , -0.01 , 0.51 , 0.83 , -55.38 , 26.19 , 145.06 , 0 , 13 , 0 , 27.15 , 100978.75 , 28.96
104039 , -1.96 , -4.40 , 10.34 , -0.09 , -0.67 , 1.47 , -1.86 , -3.73 , 8.87 , -0.22 , -0.03 , 0.55 , 0.80 , -38.19 , -122.06 , 38.81 , 7 , 3 , 13 , 27.15 , 100976.79 , 29.03
104088 , -1.94 , -3.83 , 9.88 , -1.69 , -0.08 , 1.61 , -1.01 , -3.83 , 8.96 , -0.19 , -0.07 , 0.57 , 0.80 , -4.50 , -99.56 , 8.38 , 0 , 16 , 6 , 27.15 , 100976.80 , 29.01
104145 , -1.21 , -2.52 , 8.60 , -0.78 , 1.37 , -0.38 , -0.43 , -3.89 , 8.98 , -0.18 , -0.10 , 0.58 , 0.79 , -10.88 , -86.44 , 22.56 , 0 , 59 , 0 , 27.15 , 100976.59 , 28.97
104192 , -0.74 , -1.77 , 6.25 , -1.08 , 2.23 , -2.68 , 0.34 , -4.00 , 8.94 , -0.16 , -0.14 , 0.59 , 0.78 , -4.88 , -111.69 , 0.81 , 0 , 63 , 0 , 27.15 , 100976.66 , 29.04
104240 , 0.29 , -0.72 , 4.93 , -0.61 , 2.99 , -4.09 , 0.91 , -3.71 , 9.02 , -0.12 , -0.16 , 0.60 , 0.78 , 53.50 , -56.19 , 9.94 , 0 , 63 , 0 , 27.15 , 100976.05 , 29.12
104296 , -0.47 , -1.24 , 5.16 , -1.77 , 2.33 , -3.87 , 1.29 , -3.57 , 9.03 , -0.11 , -0.17 , 0.60 , 0.77 , 6.44 , -37.69 , 10.69 , 0 , 56 , 0 , 27.15 , 100976.22 , 29.01
104343 , -1.43 , -1.69 , 5.74 , -2.61 , 1.68 , -3.39 , 1.17 , -3.37 , 9.13 , -0.10 , -0.16 , 0.62 , 0.76 , 34.69 , 27.31 , 49.62 , 0 , 0 , 0 , 27.15 , 100977.61 , 28.96
104391 , -3.91 , -4.06 , 7.93 , -4.49 , -0.74 , -1.28 , 0.57 , -3.31 , 9.21 , -0.11 , -0.13 , 0.64 , 0.75 , 4.81 , 68.56 , 81.12 , 0 , 0 , 3 , 27.15 , 100977.66 , 28.86
104447 , -4.39 , -4.05 , 9.81 , -3.97 , -0.80 , 0.57 , -0.41 , -3.24 , 9.24 , -0.14 , -0.10 , 0.66 , 0.73 , 0.81 , 98.81 , 69.62 , 0 , 0 , 37 , 27.15 , 100979.05 , 28.79
104493 , -5.49 , -6.06 , 11.00 , -4.24 , -2.47 , 1.96 , -1.24 , -3.59 , 9.03 , -0.18 , -0.08 , 0.67 , 0.72 , -80.88 , 90.75 , 43.31 , 0 , 0 , 80 , 27.15 , 100979.88 , 28.77
